source_file,channel,timestamp_str,author,attachments,reactions,content,id,is_bot,has_code_block,has_mention,has_attachment,intent_heuristic,char_length
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 12:47 AM,Trợ lý Kute#3191,,,"Chào bạn! Mình là **Trợ lý Kute** của cộng đồng **AI20K Build Phase** đây. ✨

Mình ở đây để hỗ trợ giải đáp các thắc mắc về server Discord, các quy định, hệ thống role cũng như các sự kiện và hoạt động của cộng đồng chúng mình. Rất vui được trò chuyện với bạn! 

Bạn cần mình hỗ trợ gì không nè? 🚀",10_AI20K Buil,True,False,False,False,logistics_question,297
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 7:21 AM,nhat_cuong,,❤️,Oke Thành noa chưa khởi động đó . Vài ngày là chắc đi vào quỹ đạo,11_AI20K Buil,False,False,False,False,general,65
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 3:48 PM,duckfromdarkmatter,,,@Trợ lý Kute chào mấy bạn học viên mới đi,12_AI20K Buil,False,False,True,False,general,41
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 3:48 PM,Trợ lý Kute#3191,,,"Hé lô các bạn học viên mới nha! 👋✨

Chào mừng mọi người đã gia nhập đại gia đình **AI20K Build Phase**! Rất vui được gặp gỡ và đồng hành cùng các bạn trong hành trình học tập, sáng tạo sắp tới.

Nếu các bạn có thắc mắc gì về quy định server, cách nhận role hay các hoạt động của cộng đồng thì cứ hỏi mình nhé. Chúc mọi người có những trải nghiệm thật ""cháy"" và gặt hái được nhiều kiến thức bổ ích tại đây nha! 🔥🚀",13_AI20K Buil,True,False,False,False,logistics_question,412
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 4:14 PM,blues1006,,,`/ticket create`,14_AI20K Buil,False,False,False,False,logistics_question,16
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 4:14 PM,blues1006,,,bạn nào cần tạo ticket thì gõ lệnh này,15_AI20K Buil,False,False,False,False,logistics_question,38
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 4:15 PM,blues1006 (pinned),,,"Command cheatsheet, các command thông dụng

- Tạo ticket `/ticket create`, viết title ngắn gọn, chọn chủ đề thích hợp (khi cần support)
vd: `/ticket create subject:e bị lỗi tài khoản github sai type:Vấn đề về chương trình build phase description:tài khoản github e bị ban không vào được, nhờ btc đổi github `

- Làm daily `/daily`, ghi việc đã làm xong hôm qua và việc sẽ làm hôm nay (mỗi ngày)
- Nộp báo cáo tuần cho team `/weekly submit`, nộp báo cáo tuần cho team (2 lần 1 tuần)
- Xem các đề tài đang có `/exam view`
- Chọn đề tài `/exam pick`",16_AI20K Buil,False,False,False,False,technical_question,546
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 4:17 PM,Trợ lý Kute#3191,,❤️,"{Embed}
🏆 BXH Teams — AI20K Build Phase — Cohort 3 & 4
🥇 **T-001** — 0 XP · 1 thành viên
🥈 **T-002** — 0 XP · 3 thành viên
🥉 **T-003** — 0 XP · 3 thành viên
**#4** **T-004** — 0 XP · 4 thành viên
**#5** **T-005** — 0 XP · 2 thành viên
**#6** **T-006** — 0 XP · 4 thành viên
**#7** **T-007** — 0 XP · 1 thành viên
**#8** **T-008** — 0 XP · 2 thành viên
**#9** **T-009** — 0 XP · 1 thành viên
**#10** **T-010** — 0 XP · 1 thành viên
Trang 1/3 • 29 team",17_AI20K Buil,True,False,False,False,general,450
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 4:19 PM,blues1006,,❤️,"@Vonhatcuong  e đề xuất ghim tn này với sửa tiêu đề kênh thành đọc ghim để biết các lệnh, ổn k a",18_AI20K Buil,False,False,True,False,logistics_question,96
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 4:20 PM,nhat_cuong,,,Pinned a message.,19_AI20K Buil,False,False,False,False,general,17
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 4:24 PM,blues1006,,,"`/ticket create subject:e bị lỗi tài khoản github sai type:Vấn đề về chương trình build phase description:tài khoản github e bị ban không vào được, nhờ btc đổi github `",20_AI20K Buil,False,False,False,False,technical_question,168
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 4:43 PM,megamus_,https://cdn.discordapp.com/attachments/1527920243350179960/1529786120232108094/30E37AA5-D60F-48A3-9A9D-1446F06612B6.png?ex=6a6bc599&is=6a6a7419&hm=46b28fe949dddf116e8d08a0bc953e915c4b623f84efc78408579635fd9df51c&,,tạo ticket không được anh ơi,21_AI20K Buil,False,False,False,True,logistics_question,28
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 4:49 PM,blues1006,,,@Vonhatcuong,22_AI20K Buil,False,False,True,False,general,12
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 4:52 PM,pistachioc,,,"anh ơi em đang bị lỗi ""Ticket type Vấn đề về nhận role Learner is not configured or disabled. Use a valid type from the autocomplete list"" ạ",23_AI20K Buil,False,False,False,False,technical_question,140
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 4:53 PM,blues1006,,,screenshot giúp mình nahs,24_AI20K Buil,False,False,False,False,general,25
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 4:53 PM,pistachioc,https://cdn.discordapp.com/attachments/1527920243350179960/1529788552240431207/CADDC489-36BB-48F7-8A6C-0EB8DA1944D9.png?ex=6a6bc7dc&is=6a6a765c&hm=e77d2405c674050694acc1522fc8b6ab9c62cc372ebfa720ca8d52d967c4048e&,,dạ đây ạ,25_AI20K Buil,False,False,False,True,general,8
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 4:54 PM,pistachioc,,,với cả em đang ko join được team nào ạ,26_AI20K Buil,False,False,False,False,general,38
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 4:54 PM,blues1006,https://cdn.discordapp.com/attachments/1527920243350179960/1529788728183099512/image.png?ex=6a6bc806&is=6a6a7686&hm=1e823478db33d560d12141be27f05ac4935c96cc5287301d860d6183ca46d047&,,"phần type b phải chọn nhá, chứ k tự viết",27_AI20K Buil,False,False,False,True,general,40
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 4:55 PM,pistachioc,https://cdn.discordapp.com/attachments/1527920243350179960/1529789024104091708/image.png?ex=6a6bc84d&is=6a6a76cd&hm=ca1956c20c4829055b7ec49d8afd5a3af5d7857484af6e66990faeb321e5c323&,,"dạ vâng, phần bên phoenix em đang ko join đc team ạ",28_AI20K Buil,False,False,False,True,general,51
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 4:55 PM,pistachioc,,,nó yêu cầu phải kết nối discord ạ,29_AI20K Buil,False,False,False,False,general,33
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 4:56 PM,pistachioc,,,anh xem giúp em với ạ,30_AI20K Buil,False,False,False,False,general,21
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 4:58 PM,nhat_cuong,,,Tạo ticket nhé @G10 - T021 - Đại - 01217,31_AI20K Buil,False,False,True,False,logistics_question,40
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 4:58 PM,nhat_cuong,,,vì cần kiểm tra nên tránh trôi trong khung chat chung,32_AI20K Buil,False,False,False,False,general,53
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 4:58 PM,nhat_cuong,,,thử lại xem Đức ơi,33_AI20K Buil,False,False,False,False,general,18
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 4:59 PM,blues1006,,,"@G10 - T021 - Đại - 01217 subject là viết, type là chọn",34_AI20K Buil,False,False,True,False,general,55
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 5:29 PM,pistachioc,https://cdn.discordapp.com/attachments/1527920243350179960/1529797524368392203/image.png?ex=6a6bd038&is=6a6a7eb8&hm=9c2b53e31adbc5ceef726c84e2e69a36dbed546e3c40c0abae6a7aa18abeb310&,,"@Lab Coach - HoangHTB anh ơi em có tạo ticket và tag rồi ạ
anh vào xem giúp em ạ",35_AI20K Buil,False,False,True,True,logistics_question,80
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 5:31 PM,nhat_cuong,,,Ticket tạo xong BTC sẽ xử lý case by case và theo thứ tự ticket nhé. Đại vui lòng chờ nha,36_AI20K Buil,False,False,False,False,logistics_question,89
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 5:32 PM,pistachioc,,,Dạ vâng ạ,37_AI20K Buil,False,False,False,False,general,9
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 5:49 PM,haryuuu,https://cdn.discordapp.com/attachments/1527920243350179960/1529802686193729606/image0.jpg?ex=6a6bd506&is=6a6a8386&hm=97d998e2c5ff0d2037ca8de72d0e5069648a048a47612fbbda850adc28fa4ecd&,,"Em cùng vấn đề, thêm cái này nữa",38_AI20K Buil,False,False,False,True,general,32
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 5:59 PM,nhat_cuong,,,Mình thấy mi tạo được 2 ticket trước đó mà nhỉ,39_AI20K Buil,False,False,False,False,logistics_question,46
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 7:34 PM,keikikinky,,,"@Trợ lý Kute Github tôi có thêm SSH key của máy rồi, key chưa hết hạn mà sao clone repo private không được",40_AI20K Buil,False,False,True,False,technical_question,106
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 7:35 PM,Trợ lý Kute#3191,,,"Chào bạn! Vấn đề này đúng là hơi ""hack não"" xíu nhưng đừng lo, mình cùng check qua mấy bước này xem sao nha:

1.  **Kiểm tra kết nối SSH:**
    Bạn thử chạy lệnh này trong terminal xem GitHub có nhận diện được bạn không nhé:
    ```bash
    ssh -T git@github.com
    ```
    *   Nếu hiện: `Hi [username]! You've successfully authenticated...` thì SSH key đã ổn.
    *   Nếu hiện: `Permission denied (publickey)` thì máy bạn chưa gửi đúng key đi rồi.

2.  **Kiểm tra URL của Repo:**
    Bạn hãy chắc chắn là đang dùng link **SSH** chứ không phải link **HTTPS** nha.
    *   Link đúng sẽ có dạng: `git@github.com:user/repo.git`
    *   Nếu lỡ dùng link `https://github.com/...` thì nó sẽ đòi username/password (hoặc Token) chứ không dùng SSH key đâu.

3.  **Kiểm tra SSH Agent:**
    Có thể key đã tạo nhưng chưa được ""nạp"" vào trình quản lý. Bạn thử lệnh:
    ```bash
    ssh-add -l
    ```
    Nếu nó báo `The agent has no identities`, bạn cần add key vào bằng lệnh: `ssh-add ~/.ssh/id_ed25519` (thay bằng tên file key của bạn nhé).

4.  **Quyền truy cập (Permissions):**
    Bạn check lại xem tài khoản GitHub đó đã được mời vào repo private đó chưa, hoặc có quyền ""Read"" trở lên không nha.

Nếu vẫn không được, bạn copy cái lỗi (error message) hiện ra lúc clone gửi mình xem tiếp nhé! Chúc bạn sớm ""clear"" được lỗi này để tiếp tục build! ✨",41_AI20K Buil,True,True,True,False,technical_question,1341
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 7:40 PM,keikikinky,,,"Có thiết lập key đúng rồi, dùng SSH link rồi nhưng nó vẫn bảo ERROR: Repository not found.
fatal: Could not read from remote repository.

Nghĩa là sao",42_AI20K Buil,False,False,False,False,technical_question,150
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 7:40 PM,Trợ lý Kute#3191,,,"Lỗi này thường làm anh em mình ""đứng hình"" mất 5 giây vì rõ ràng là key đã nhận rồi mà GitHub vẫn bảo không thấy repo đâu. 😅

Thực tế, thông báo `Repository not found` khi dùng SSH thường có nghĩa là: **GitHub nhận ra bạn là ai, nhưng cái ""ai"" đó lại không có quyền vào repo này.**

Bạn check thử mấy ""thủ phạm"" sau đây nha:

1.  **Kiểm tra xem có bị nhầm tài khoản không:**
    Bạn chạy lại lệnh: `ssh -T git@github.com`
    Nó hiện `Hi [Username]!`. Bạn hãy nhìn kỹ cái **[Username]** đó xem có đúng là tài khoản đang được phân quyền vào repo private kia không? Đôi khi mình có 2-3 tài khoản GitHub (một cái cá nhân, một cái công ty) và máy tính đang gửi nhầm cái key của tài khoản không có quyền.

2.  **Cấp quyền SSO (Nếu là Repo của Tổ chức/Công ty):**
    Nếu repo này thuộc về một **Organization**, bạn cần phải ""Authorize"" cho SSH key đó thì mới truy cập được.
    *   Vào GitHub -> **Settings** -> **SSH and GPG keys**.
    *   Tìm cái key bạn đang dùng, xem bên cạnh nó có nút **Configure SSO** không. Nếu có, hãy nhấn vào và chọn **Authorize** cho cái Organization chứa repo đó nhé.

3.  **Kiểm tra lại URL chính xác:**
    Đôi khi chỉ cần sai một dấu gạch chéo hoặc viết hoa/thường không đúng cũng bị lỗi này. Tốt nhất là bạn lên web GitHub, vào đúng repo đó, bấm nút **Code** -> chọn tab **SSH** rồi copy lại cái link đó cho chắc ăn nha.

4.  **Trường hợp dùng Deploy Key:**
    Nếu bạn đang dùng **Deploy Key** (key add trực tiếp vào phần Settings của Repo chứ không phải Settings của tài khoản cá nhân), thì hãy nhớ là Deploy Key đó chỉ có tác dụng với **duy nhất 1 repo** đó thôi. Nếu bạn dùng nó để clone repo khác là sẽ bị báo lỗi ngay.

**Mẹo nhỏ:** Bạn có thể chạy lệnh clone với flag `-v` để xem chi tiết quá trình nó ""nói chuyện"" với GitHub:
`GIT_SSH_COMMAND=""ssh -v"" git clone git@github.com:user/repo.git`

Bạn check thử xem cái Username lúc `ssh -T` có khớp với tài khoản có quyền không nhé! Nếu vẫn kẹt thì hú mình nha. ✨",43_AI20K Buil,True,False,True,False,technical_question,1947
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 10:15 PM,blues1006,,👍 (2),.,44_AI20K Buil,False,False,False,False,general,1
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/23/2026 11:59 PM,Trợ lý Kute#3191,,,"{Embed}
🏆 BXH Teams — AI20K Build Phase — Cohort 3 & 4
**#81** **T-082** — 0 XP · 3 thành viên
**#82** **T-083** — 0 XP · 1 thành viên
**#83** **T-084** — 0 XP · 3 thành viên
**#84** **T-085** — 0 XP · 2 thành viên
**#85** **T-086** — 0 XP · 1 thành viên
**#86** **T-087** — 0 XP · 2 thành viên
**#87** **T-088** — 0 XP · 3 thành viên
**#88** **T-089** — 0 XP · 2 thành viên
**#89** **T-090** — 0 XP · 1 thành viên
**#90** **T-091** — 0 XP · 2 thành viên
Trang 9/10 • 91 team",45_AI20K Buil,True,False,False,False,general,475
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/24/2026 12:16 PM,Trợ lý Kute#3191,,,"{Embed}
🏆 BXH AI20K Build Phase — Cohort 3 & 4
**#1** @T080 - Lê Mai Việt Hoàng - 01230 — Level 0 · 15 XP
**#2** @T016 - Đỗ Hùng Anh - 01175 — Level 0 · 5 XP
**#3** @T055 - Bùi Hoàng Việt - 01392 — Level 0 · 5 XP
**#4** @T013-Nguyễn Văn Duy - 01537 — Level 0 · 5 XP
**#5** @T050 - Nguyễn Thế Khôi - 01439 — Level 0 · 5 XP
**#6** @T082 - Nguyễn Đăng Long - 01934 — Level 0 · 5 XP
**#7** @T070 - Trần Văn Thi - 01548 — Level 0 · 5 XP
**#8** @G14-T056-Tạ Quốc Tuấn-01114 — Level 0 · 5 XP
**#9** @G10-T019-Nguyễn Huy Anh-01641 — Level 0 · 5 XP
**#10** @T053 - Lê Bình Nguyên - 01659 — Level 0 · 5 XP",46_AI20K Buil,True,False,True,False,general,596
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/24/2026 12:52 PM,Trợ lý Kute#3191,,,"{Embed}
🏆 BXH Team — T-113
🥇 @T113 - Lê Đăng Tấn - 01916 — Level 0 · 0 XP
🥈 @T113 - Lương Minh Quân - 01308 — Level 0 · 0 XP
Trang 1/1 • 2 thành viên",47_AI20K Buil,True,False,True,False,general,149
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/24/2026 2:02 PM,Trợ lý Kute#3191,,,"{Embed}
keikikinky
ID
1050354288892846112
Created
12/8/2022
Bot
No
Joined
7/23/2026
Nickname
None
Roles
@Learner
https://images-ext-1.discordapp.net/external/iKnvyDji5DHAiNsO-p0tbty1oYxkznCdENsTkScyCkw/https/cdn.discordapp.com/avatars/1050354288892846112/9bad1749d1e302e945040845fe54e276.webp",48_AI20K Buil,True,False,True,False,logistics_question,292
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/24/2026 2:12 PM,Trợ lý Kute#3191,,,"{Embed}
🏆 BXH AI20K Build Phase — Cohort 3 & 4
**#1** @T080 - Lê Mai Việt Hoàng - 01230 — Level 0 · 15 XP
**#2** @T016 - Đỗ Hùng Anh - 01175 — Level 0 · 5 XP
**#3** @T055 - Bùi Hoàng Việt - 01392 — Level 0 · 5 XP
**#4** @T013-Nguyễn Văn Duy - 01537 — Level 0 · 5 XP
**#5** @T050 - Nguyễn Thế Khôi - 01439 — Level 0 · 5 XP
**#6** @T082 - Nguyễn Đăng Long - 01934 — Level 0 · 5 XP
**#7** @T070 - Trần Văn Thi - 01548 — Level 0 · 5 XP
**#8** @G14-T056-Tạ Quốc Tuấn-01114 — Level 0 · 5 XP
**#9** @G10-T019-Nguyễn Huy Anh-01641 — Level 0 · 5 XP
**#10** @T053 - Lê Bình Nguyên - 01659 — Level 0 · 5 XP",49_AI20K Buil,True,False,True,False,general,596
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/24/2026 3:57 PM,Trợ lý Kute#3191,,,"{Embed}
🏆 BXH AI20K Build Phase — Cohort 3 & 4
**#1** @T080 - Lê Mai Việt Hoàng - 01230 — Level 0 · 15 XP
**#2** @T016 - Đỗ Hùng Anh - 01175 — Level 0 · 5 XP
**#3** @T055 - Bùi Hoàng Việt - 01392 — Level 0 · 5 XP
**#4** @T013-Nguyễn Văn Duy - 01537 — Level 0 · 5 XP
**#5** @T050 - Nguyễn Thế Khôi - 01439 — Level 0 · 5 XP
**#6** @T082 - Nguyễn Đăng Long - 01934 — Level 0 · 5 XP
**#7** @T070 - Trần Văn Thi - 01548 — Level 0 · 5 XP
**#8** @G14-T056-Tạ Quốc Tuấn-01114 — Level 0 · 5 XP
**#9** @G10-T019-Nguyễn Huy Anh-01641 — Level 0 · 5 XP
**#10** @T053 - Lê Bình Nguyên - 01659 — Level 0 · 5 XP",50_AI20K Buil,True,False,True,False,general,596
